method,robustness_axis,robustness_value,feedback_noise,feedback_delay_windows,contamination_ratio,query_rate,id_accuracy_mean,id_accuracy_std,gain_mean,gain_std,gain_worst,negative_transfer_rate,ece_mean,brier_mean,oem_0_9_mean,collapse_rate,accept_rate_mean,runtime_sec_mean,peak_memory_mb_mean
fb_gate_tent,feedback_noise,0.0,0.0,0,0.0,0.0,0.74131,0.0820067968167147,0.0,0.0,0.0,0.0,0.15103371105675892,0.4044675270716349,0.09135666666666667,0.0,0.0,0.8870816628138224,785.5479166666667
fb_gate_tent,feedback_noise,0.0,0.0,0,0.0,0.001,0.79499,0.06298468533069682,0.05368000000000001,0.03731548998878949,0.0,0.0,0.11427618616958454,0.3195508852601051,0.07136666666666666,0.0,0.22000000000000003,1.942137026786804,1538.2285807291667
fb_gate_tent,feedback_noise,0.0,0.0,0,0.0,0.005,0.81917,0.0545525254638386,0.07786000000000003,0.04325418536655312,0.025999999999999912,0.0,0.09855533627038197,0.28057623803615567,0.06265666666666667,0.0,0.4066666666666666,1.9304624954859415,1538.3035807291667
fb_gate_tent,feedback_noise,0.0,0.0,0,0.0,0.01,0.8211999999999999,0.054206705272980035,0.07989,0.04424561034139725,0.026699999999999946,0.0,0.09735236073950923,0.2777402013540267,0.06228,0.0,0.46,1.9164833545684814,1538.2619140625
fb_gate_tent,feedback_noise,0.0,0.0,0,0.0,0.02,0.82314,0.05116596794610718,0.08183000000000001,0.04476140694531549,0.02739999999999998,0.0,0.09552554316982624,0.275020915766557,0.06131333333333333,0.0,0.43,1.9188449382781982,1538.3369140625
fb_gate_tent,feedback_noise,0.0,0.0,0,0.0,0.05,0.82438,0.051269352275590735,0.08307000000000002,0.044463003993634204,0.028800000000000048,0.0,0.09456725342174366,0.2732997631033261,0.06073,0.0,0.4233333333333333,1.9012555281321208,1538.1952473958333
fb_gate_tent,feedback_noise,0.0,0.0,0,0.0,0.1,0.82337,0.051161429100311615,0.08206000000000001,0.04410306580945483,0.028800000000000048,0.0,0.09507487801586584,0.2752282614509264,0.061239999999999996,0.0,0.36333333333333334,1.9121692816416422,1538.2285807291667
fb_gate_tent,feedback_noise,0.0,0.0,0,0.1,0.0,0.7409777777777777,0.0822521349750925,0.0,0.0,0.0,0.0,0.151413290816711,0.4052930245796839,0.09166296296296292,0.0,0.0,0.8920243660608927,785.58125
fb_gate_tent,feedback_noise,0.0,0.0,0,0.1,0.001,0.7758370370370371,0.06452489847384081,0.03485925925925925,0.033218408952637786,0.0,0.0,0.1268785343278889,0.34874393939971926,0.07764074074074069,0.0,0.11666666666666667,1.941425887743632,1538.2285807291667
fb_gate_tent,feedback_noise,0.0,0.0,0,0.1,0.005,0.8088777777777777,0.055435866089041524,0.0679,0.042150406256074795,0.005222222222222239,0.0,0.10519532195754623,0.2979845657944679,0.06659629629629625,0.0,0.30333333333333334,1.9459136486053468,1538.3119140625
fb_gate_tent,feedback_noise,0.0,0.0,0,0.1,0.01,0.8163111111111111,0.05282859340329461,0.07533333333333332,0.04448885711988026,0.013111111111111073,0.0,0.10060332700930255,0.2860184793670972,0.06447777777777773,0.0,0.38,1.96230259736379,1538.1785807291667
fb_gate_tent,feedback_noise,0.0,0.0,0,0.1,0.02,0.8145851851851852,0.05437403323535557,0.0736074074074074,0.04282575041418872,0.015666666666666607,0.0,0.10175858331052237,0.28890072504679354,0.06489259259259256,0.0,0.35333333333333333,1.9401006857554117,1538.1535807291666
fb_gate_tent,feedback_noise,0.0,0.0,0,0.1,0.05,0.8191148148148149,0.053336082969775885,0.07813703703703703,0.04269522993599684,0.023666666666666725,0.0,0.09848473871769724,0.281802745660146,0.06321851851851848,0.0,0.33999999999999997,1.9362354755401612,1538.2535807291667
fb_gate_tent,feedback_noise,0.0,0.0,0,0.1,0.1,0.8190481481481482,0.05238479368962829,0.07807037037037037,0.04333762119794902,0.019444444444444486,0.0,0.09840942363860426,0.28208014219999306,0.06334814814814811,0.0,0.31333333333333335,1.9761778354644775,1538.1785807291667
fb_gate_tent,feedback_noise,0.0,0.0,0,0.2,0.0,0.7417833333333334,0.08253645963778813,0.0,0.0,0.0,0.0,0.15125638308133926,0.40409049987792967,0.0915625,0.0,0.0,0.8744710763295491,785.43125
fb_gate_tent,feedback_noise,0.0,0.0,0,0.2,0.001,0.7686375,0.07828769851786514,0.026854166666666672,0.030929182238410086,0.0,0.0,0.13349090440217404,0.3622033288081487,0.08240416666666667,0.0,0.09333333333333334,1.9733642975489298,1538.3244140625
fb_gate_tent,feedback_noise,0.0,0.0,0,0.2,0.005,0.7972374999999999,0.05875719279153302,0.055454166666666686,0.03481644421928685,0.0,0.0,0.11443906232677396,0.31672734469175334,0.07244999999999999,0.0,0.26333333333333336,1.9576834917068482,1538.2869140625
fb_gate_tent,feedback_noise,0.0,0.0,0,0.2,0.01,0.8059875000000001,0.05804534633029124,0.06420416666666669,0.03688573752688563,0.012624999999999997,0.0,0.10884837344021843,0.3027167881528536,0.06922500000000001,0.0,0.31333333333333335,1.9556517759958902,1538.2119140625
fb_gate_tent,feedback_noise,0.0,0.0,0,0.2,0.02,0.8017875,0.05558085859963314,0.06000416666666668,0.04234298433692967,0.0,0.0,0.1109927325022717,0.30963619003693255,0.07053333333333334,0.0,0.25333333333333335,1.9527777274449667,1538.1869140625
fb_gate_tent,feedback_noise,0.0,0.0,0,0.2,0.05,0.8091125,0.056971279345461596,0.06732916666666669,0.041837347757536655,0.014000000000000012,0.0,0.10652384934276339,0.2976190373301506,0.067575,0.0,0.26,1.9427994648615519,1538.2369140625
fb_gate_tent,feedback_noise,0.0,0.0,0,0.2,0.1,0.8098791666666667,0.05778932534890514,0.06809583333333334,0.040311484995686674,0.017625000000000002,0.0,0.10567388276302563,0.296673572063446,0.06752916666666667,0.0,0.24000000000000002,1.9697657664616903,1538.2619140625
fb_gate_tent,feedback_noise,0.0,0.0,0,0.3,0.0,0.7415809523809523,0.0823209586307464,0.0,0.0,0.0,0.0,0.15112612307206502,0.4040881445010503,0.09109047619047614,0.0,0.0,0.875312066078186,785.76875
fb_gate_tent,feedback_noise,0.0,0.0,0,0.3,0.001,0.7606857142857143,0.07688059231703145,0.019104761904761902,0.027619917884482897,0.0,0.0,0.13854038375878613,0.3743134136001269,0.08479523809523805,0.0,0.060000000000000005,2.0060063362121583,1537.9660807291666
