method,contamination_ratio,query_rate,id_accuracy_mean,id_accuracy_std,gain_mean,gain_std,gain_worst,negative_transfer_rate,ece_mean,brier_mean,oem_0_9_mean,collapse_rate,accept_rate_mean,runtime_sec_mean,peak_memory_mb_mean
atta_or_simatta_style_active,0.0,0.0,0.4727366666666667,0.12893535531643255,0.0,0.0,0.0,0.0,0.24908954388163984,0.756009844938914,0.08818,0.0,0.0,0.62586989402771,743.0181966145833
atta_or_simatta_style_active,0.0,0.001,0.51922,0.09963847200478479,0.04648333333333332,0.04487144152317614,-0.007800000000000029,0.06666666666666667,0.24767516200425724,0.7074510216712951,0.10050666666666667,0.0,1.0,0.6994570891062418,786.2817708333333
atta_or_simatta_style_active,0.0,0.005,0.5397133333333334,0.0947041736448142,0.06697666666666667,0.0395973064508297,0.018900000000000028,0.0,0.2222666455754886,0.668383793036143,0.08721666666666666,0.0,1.0,0.7135570844014486,787.3973958333333
atta_or_simatta_style_active,0.0,0.01,0.54463,0.09473706680907007,0.07189333333333334,0.03891622242479467,0.02510000000000001,0.0,0.21688129706524312,0.6593358258406321,0.08496333333333334,0.0,1.0,0.7339018106460571,786.5765625
atta_or_simatta_style_active,0.0,0.02,0.5475166666666667,0.0929755662501726,0.07478000000000001,0.03965091119533938,0.025899999999999923,0.0,0.21250736744915447,0.6535827895005544,0.08280666666666667,0.0,1.0,0.7807164986928304,1270.96279296875
atta_or_simatta_style_active,0.0,0.05,0.5593400000000001,0.08805027795683475,0.08660333333333334,0.04475242612058212,0.02939999999999998,0.0,0.20341522807534781,0.6352929830551147,0.07995,0.0,1.0,0.9524814446767171,1542.4785807291667
atta_or_simatta_style_active,0.0,0.1,0.5761066666666667,0.08031549398909676,0.10336999999999999,0.05309184072646322,0.03579999999999994,0.0,0.19140705588278673,0.6106034090121587,0.07589666666666667,0.0,1.0,1.2527142365773518,1544.0764973958333
atta_or_simatta_style_active,0.1,0.0,0.4718148148148148,0.12842659308440446,0.0,0.0,0.0,0.0,0.25022190426226565,0.7578247765700022,0.08892592592592592,0.0,0.0,0.6255805015563964,743.50673828125
atta_or_simatta_style_active,0.1,0.001,0.5122777777777778,0.08855782096642273,0.040462962962962964,0.04822669862279527,-0.02366666666666667,0.16666666666666666,0.24998527432103398,0.7160198350747426,0.10124814814814816,0.0,0.9633333333333333,0.695351227124532,786.2328125
atta_or_simatta_style_active,0.1,0.005,0.5362925925925927,0.09016570754811888,0.06447777777777777,0.0423630857526073,0.01100000000000001,0.0,0.2256978959482577,0.674216361840566,0.08914074074074074,0.0,1.0,0.7074107487996419,786.6265625
atta_or_simatta_style_active,0.1,0.01,0.542362962962963,0.09012473704602188,0.07054814814814815,0.041529464357486987,0.022888888888888848,0.0,0.2187084498818136,0.662704873085022,0.08593703703703705,0.0,1.0,0.7227459112803142,786.7098958333333
atta_or_simatta_style_active,0.1,0.02,0.5459666666666667,0.09003624051578016,0.07415185185185186,0.04207913325356262,0.023555555555555552,0.0,0.21391960657437642,0.6563123186429342,0.08337777777777777,0.0,1.0,0.7572420517603556,970.5573404947917
atta_or_simatta_style_active,0.1,0.05,0.5553296296296296,0.08642784406264822,0.08351481481481482,0.046254137995212365,0.02577777777777779,0.0,0.20644740036266546,0.6420144120852153,0.08037407407407408,0.0,1.0,0.8843495527903239,1542.1389973958333
atta_or_simatta_style_active,0.1,0.1,0.5694333333333332,0.07887728774447193,0.09761851851851852,0.05384088538840014,0.031777777777777794,0.0,0.19662390226550677,0.6211715598901113,0.07762592592592593,0.0,1.0,1.11477104028066,1543.4494140625
atta_or_simatta_style_active,0.2,0.0,0.4688125,0.1275713532170837,0.0,0.0,0.0,0.0,0.2522465610043922,0.7622202734152476,0.08957916666666667,0.0,0.0,0.625955319404602,743.0713216145833
atta_or_simatta_style_active,0.2,0.001,0.5018083333333333,0.09496108398319995,0.032995833333333315,0.046868528097282376,-0.031625000000000014,0.23333333333333334,0.2608939231003324,0.7357357243696848,0.10797083333333334,0.0,0.9833333333333333,0.695818829536438,786.2432291666667
atta_or_simatta_style_active,0.2,0.005,0.529575,0.08897968457598272,0.06076249999999998,0.04492825159015512,0.013000000000000012,0.0,0.23079062080245155,0.6843839387098948,0.0912375,0.0,1.0,0.7041393836339315,786.8265625
atta_or_simatta_style_active,0.2,0.01,0.5364083333333334,0.09003186058024254,0.06759583333333333,0.04281528191733554,0.018750000000000044,0.0,0.22306426853335773,0.6725518484910329,0.08707083333333333,0.0,1.0,0.7150890429814657,786.6994791666667
atta_or_simatta_style_active,0.2,0.02,0.5411041666666667,0.08937186263683983,0.07229166666666666,0.041478576903674305,0.02487499999999998,0.0,0.2174857988649048,0.6636856436729431,0.08453333333333334,0.0,1.0,0.7413593848546346,847.9962727864583
atta_or_simatta_style_active,0.2,0.05,0.5494249999999999,0.08517706329798515,0.08061249999999999,0.04572856514541672,0.024375000000000036,0.0,0.20897845294931905,0.6503927151362101,0.08098333333333334,0.0,1.0,0.8366255521774292,1515.7466796875
atta_or_simatta_style_active,0.2,0.1,0.5635583333333333,0.08032161734330101,0.09474583333333332,0.05102370649297843,0.033375000000000044,0.0,0.19961436118582884,0.6290932536125183,0.07849583333333333,0.0,1.0,1.0259298086166382,1542.4681640625
atta_or_simatta_style_active,0.3,0.0,0.4690190476190476,0.12861672838169458,0.0,0.0,0.0,0.0,0.2524928834147751,0.7623664299647014,0.08997142857142858,0.0,0.0,0.6260415951410929,743.58173828125
atta_or_simatta_style_active,0.3,0.001,0.4944523809523809,0.09487849990546605,0.02543333333333334,0.04509618281964285,-0.03500000000000003,0.3333333333333333,0.26679725559389306,0.747307159503301,0.10995238095238095,0.0,0.9666666666666667,0.6935193300247192,786.1880208333333
atta_or_simatta_style_active,0.3,0.005,0.5292809523809524,0.0902001955409604,0.060261904761904767,0.0434661990760163,0.005857142857142894,0.0,0.23251832695543057,0.6861608068148295,0.09247142857142857,0.0,0.9966666666666666,0.70056099096934,786.6484375
atta_or_simatta_style_active,0.3,0.01,0.5357047619047619,0.09198572490705313,0.06668571428571429,0.04081361834787531,0.02285714285714291,0.0,0.22580191961675883,0.6746279239654541,0.08892380952380953,0.0,1.0,0.7084237337112427,786.3744791666667
atta_or_simatta_style_active,0.3,0.02,0.5411952380952381,0.09136187132379199,0.07217619047619048,0.04092153944239444,0.0258571428571428,0.0,0.21878626269981977,0.6644218067328135,0.08556666666666667,0.0,1.0,0.7264921108881632,803.6494303385417
atta_or_simatta_style_active,0.3,0.05,0.5479142857142858,0.08819236061072121,0.0788952380952381,0.04438385650519248,0.024285714285714244,0.0,0.2109078855189894,0.6538980762163799,0.08244285714285714,0.0,1.0,0.7959499438603719,1318.7816080729167
atta_or_simatta_style_active,0.3,0.1,0.5591809523809523,0.08098424216044543,0.09016190476190476,0.051344001803805495,0.02557142857142858,0.0,0.20258215354258816,0.6364508628845215,0.07984761904761904,0.0,1.0,0.9445080439249675,1542.4410807291667
atta_or_simatta_style_active,0.5,0.0,0.46731333333333336,0.1290461631738235,0.0,0.0,0.0,0.0,0.2541007132915656,0.765040518840154,0.08998666666666666,0.0,0.0,0.6336732308069865,743.0556966145833
atta_or_simatta_style_active,0.5,0.001,0.4872666666666667,0.08753438470536665,0.019953333333333326,0.054683911353519146,-0.09100000000000003,0.4666666666666667,0.26747645364701744,0.7557201524575551,0.10844666666666666,0.0,0.8066666666666666,0.6808159033457438,784.8252766927084
atta_or_simatta_style_active,0.5,0.005,0.5144266666666667,0.09064995552553573,0.04711333333333332,0.04918232604709032,-0.05020000000000002,0.13333333333333333,0.2474298008039097,0.712288377682368,0.0992,0.0,0.98,0.6981041193008423,786.6182291666667
atta_or_simatta_style_active,0.5,0.01,0.52498,0.09216766356427046,0.057666666666666665,0.04611103042046211,-0.021400000000000086,0.06666666666666667,0.23670444208790858,0.6939418574174245,0.09372666666666667,0.0,0.99,0.7010887543360392,786.3765625
atta_or_simatta_style_active,0.5,0.02,0.5348066666666667,0.09252145299533414,0.06749333333333334,0.04268782377740255,0.008799999999999919,0.0,0.22696252695590255,0.677748813231786,0.08945333333333334,0.0,1.0,0.711916963259379,786.9390625
atta_or_simatta_style_active,0.5,0.05,0.5415133333333333,0.09178667446419113,0.0742,0.04194525167323513,0.02200000000000002,0.0,0.21804174103627602,0.6638670682907104,0.08378666666666666,0.0,1.0,0.7437252362569173,907.591943359375
atta_or_simatta_style_active,0.5,0.1,0.5465599999999999,0.0847723019176299,0.07924666666666666,0.04871736030823406,0.020199999999999996,0.0,0.21177979040260114,0.6535902579625448,0.0807,0.0,1.0,0.8232026815414428,1388.5754720052084
bitta_style_binary_feedback,0.0,0.0,0.4727366666666667,0.12893535531643255,0.0,0.0,0.0,0.0,0.24908954388163984,0.756009844938914,0.08818,0.0,0.0,0.6204596122105916,742.9275716145834
bitta_style_binary_feedback,0.0,0.001,0.5063833333333333,0.10163871134404527,0.03364666666666668,0.0489626158117235,-0.04630000000000001,0.23333333333333334,0.2673199830489357,0.7354595800240834,0.11505666666666665,0.0,1.0,0.7348762671152751,786.2838541666666
bitta_style_binary_feedback,0.0,0.005,0.5293566666666667,0.09027431254652196,0.05662000000000001,0.05413280858700425,-0.05119999999999997,0.03333333333333333,0.24552939395180592,0.6952930668989817,0.10318000000000001,0.0,1.0,0.77638840675354,787.0265625
bitta_style_binary_feedback,0.0,0.01,0.5489366666666666,0.08652358451983437,0.0762,0.05148616821284509,0.014399999999999968,0.0,0.22809083214242012,0.6619541029135386,0.09449333333333333,0.0,1.0,0.8039235194524129,786.3807291666667
bitta_style_binary_feedback,0.0,0.02,0.5603733333333333,0.08571061952203222,0.08763666666666667,0.05157382043268647,0.024599999999999955,0.0,0.2155482411163797,0.6420353055000305,0.08863,0.0,1.0,0.8535639206568401,1099.3701497395834
bitta_style_binary_feedback,0.0,0.05,0.57196,0.08323002442338487,0.09922333333333334,0.053192193381939125,0.036900000000000044,0.0,0.20171899292414386,0.6210135161876679,0.08168666666666667,0.0,1.0,1.0212474584579467,1542.0428385416667
bitta_style_binary_feedback,0.0,0.1,0.58001,0.0794297926820739,0.10727333333333333,0.057144691932776694,0.038799999999999946,0.0,0.19253467780504377,0.606748104095459,0.07760333333333333,0.0,1.0,1.3122321128845216,1541.919921875
bitta_style_binary_feedback,0.1,0.0,0.4718148148148148,0.12842659308440446,0.0,0.0,0.0,0.0,0.25022190426226565,0.7578247765700022,0.08892592592592592,0.0,0.0,0.6190741300582886,743.32236328125
bitta_style_binary_feedback,0.1,0.001,0.5049370370370371,0.08999066071089695,0.03312222222222222,0.0490905137889318,-0.031777777777777794,0.2,0.261411172212274,0.7328790088494619,0.10842222222222223,0.0,1.0,0.7202638467152913,786.3651041666667
bitta_style_binary_feedback,0.1,0.005,0.5274407407407408,0.09868631575486925,0.055625925925925926,0.040475005119819454,0.0022222222222222365,0.0,0.24469590850822906,0.6949927945931752,0.10101111111111111,0.0,1.0,0.7645057519276937,787.3880208333334
bitta_style_binary_feedback,0.1,0.01,0.537437037037037,0.08871813068407187,0.06562222222222222,0.04809727974047364,-0.017555555555555546,0.03333333333333333,0.2362277773939625,0.6794103880723318,0.0972851851851852,0.0,1.0,0.7965374231338501,786.1807291666667
bitta_style_binary_feedback,0.1,0.02,0.5526814814814816,0.08804226477084656,0.08086666666666667,0.04801041464992138,0.02400000000000002,0.0,0.22205523473399655,0.6548833231131236,0.09107777777777779,0.0,1.0,0.8482146581013997,1140.6296875
bitta_style_binary_feedback,0.1,0.05,0.5632703703703703,0.08630770382124633,0.09145555555555555,0.05096658184417188,0.028444444444444383,0.0,0.2093141753365596,0.6351465662320455,0.08492222222222222,0.0,1.0,1.0222456534703572,1542.2220052083333
bitta_style_binary_feedback,0.1,0.1,0.570288888888889,0.08392776293474231,0.09847407407407407,0.053290187954771376,0.030888888888888855,0.0,0.20163111691585292,0.6226739406585693,0.08096666666666666,0.0,1.0,1.3190013647079468,1542.2709635416666
bitta_style_binary_feedback,0.2,0.0,0.4688125,0.1275713532170837,0.0,0.0,0.0,0.0,0.2522465610043922,0.7622202734152476,0.08957916666666667,0.0,0.0,0.6206969976425171,742.9484049479166
bitta_style_binary_feedback,0.2,0.001,0.48909583333333334,0.10925720841115628,0.020283333333333327,0.03397133574499025,-0.0368750000000001,0.23333333333333334,0.2722728327827528,0.7562327047189077,0.11142083333333333,0.0,1.0,0.7162121931711832,786.2817708333333
bitta_style_binary_feedback,0.2,0.005,0.5180833333333333,0.09437276677726157,0.049270833333333326,0.04308652185615497,-0.012375000000000025,0.06666666666666667,0.25025198890659955,0.7109417915344238,0.10363750000000001,0.0,1.0,0.7596571524937947,787.2640625
bitta_style_binary_feedback,0.2,0.01,0.5267041666666666,0.08491659500380493,0.05789166666666667,0.050676902229124375,-0.02112500000000006,0.03333333333333333,0.24402187350140886,0.6972945551077525,0.101825,0.0,1.0,0.7970531860987345,786.2796875
bitta_style_binary_feedback,0.2,0.02,0.5397083333333333,0.0877850856601953,0.07089583333333332,0.04788313138082486,0.017000000000000015,0.0,0.23161058787675573,0.6752549548943837,0.09547083333333334,0.0,1.0,0.8494490464528401,1164.2414388020834
bitta_style_binary_feedback,0.2,0.05,0.5500583333333334,0.08567210026821928,0.08124583333333332,0.049806765433044325,0.024375000000000036,0.0,0.21969130873599402,0.6554597596327464,0.08877083333333333,0.0,1.0,1.0240060249964396,1541.938671875
bitta_style_binary_feedback,0.2,0.1,0.553625,0.08518872937231177,0.08481249999999999,0.05153574410308462,0.021375000000000033,0.0,0.21349477414597445,0.6488114138444264,0.08532916666666666,0.0,1.0,1.3185343821843465,1542.076171875
bitta_style_binary_feedback,0.3,0.0,0.4690190476190476,0.12861672838169458,0.0,0.0,0.0,0.0,0.2524928834147751,0.7623664299647014,0.08997142857142858,0.0,0.0,0.6205751895904541,743.1463216145834
bitta_style_binary_feedback,0.3,0.001,0.48867142857142853,0.11308942330570604,0.019652380952380952,0.03492135898886095,-0.027000000000000024,0.3,0.2790125517505975,0.7619111160437266,0.11830476190476191,0.0,1.0,0.7278443892796834,786.3578125
bitta_style_binary_feedback,0.3,0.005,0.5134428571428572,0.10140580019138955,0.04442380952380954,0.042779675196279045,-0.013571428571428568,0.06666666666666667,0.2541267564431897,0.7185305694739024,0.10605238095238095,0.0,1.0,0.758004363377889,786.9473958333333
bitta_style_binary_feedback,0.3,0.01,0.5163380952380953,0.1045807519823711,0.04731904761904762,0.03846298719550884,-0.0014285714285713347,0.03333333333333333,0.25344506643719616,0.7150365173816681,0.10621428571428572,0.0,1.0,0.7898922443389893,786.2682291666666
bitta_style_binary_feedback,0.3,0.02,0.5283476190476191,0.0972356242318182,0.05932857142857144,0.043800860052160356,0.006571428571428561,0.0,0.24339755789094739,0.6949281950791677,0.10117619047619048,0.0,1.0,0.8465200662612915,1178.8479817708333
bitta_style_binary_feedback,0.3,0.05,0.542404761904762,0.09242748709464635,0.0733857142857143,0.0461203204126044,0.012142857142857233,0.0,0.2267010854475555,0.6690440515677134,0.09196190476190476,0.0,1.0,1.0241787592569986,1541.976171875
bitta_style_binary_feedback,0.3,0.1,0.5386714285714286,0.09071920121665396,0.06965238095238095,0.048461113255950886,0.009714285714285786,0.0,0.2254380224145949,0.671326752503713,0.09000000000000001,0.0,1.0,1.322409725189209,1542.2720052083334
bitta_style_binary_feedback,0.5,0.0,0.46731333333333336,0.1290461631738235,0.0,0.0,0.0,0.0,0.2541007132915656,0.765040518840154,0.08998666666666666,0.0,0.0,0.6192823648452759,743.1046549479166
bitta_style_binary_feedback,0.5,0.001,0.4768,0.10399950928266194,0.009486666666666662,0.045752910088968056,-0.06379999999999997,0.43333333333333335,0.27988381498684484,0.7732901116212209,0.11324,0.0,1.0,0.7068312009175618,786.3151041666666
bitta_style_binary_feedback,0.5,0.005,0.4825666666666667,0.11168235847886766,0.01525333333333333,0.03487988980263096,-0.050000000000000044,0.26666666666666666,0.2741089962010583,0.7639219383398692,0.11101333333333334,0.0,1.0,0.746305767695109,787.1578125
bitta_style_binary_feedback,0.5,0.01,0.4929266666666667,0.11464702631851453,0.02561333333333332,0.03253615212962804,-0.05340000000000006,0.16666666666666666,0.26673004879434903,0.748767093817393,0.10843333333333334,0.0,1.0,0.7814344962437948,786.4307291666667
bitta_style_binary_feedback,0.5,0.02,0.5058266666666666,0.10923861554613726,0.03851333333333332,0.03345439235460856,-0.015000000000000013,0.13333333333333333,0.259618953692615,0.731105766693751,0.10805333333333333,0.0,1.0,0.840923277537028,1212.4266927083333
bitta_style_binary_feedback,0.5,0.05,0.5149666666666667,0.10087069337329452,0.04765333333333333,0.04217444669492404,-0.023200000000000054,0.16666666666666666,0.2470157462062935,0.7119712094465892,0.10012,0.0,1.0,1.024562931060791,1542.344921875
bitta_style_binary_feedback,0.5,0.1,0.5043333333333334,0.10021662513786316,0.03701999999999999,0.0421650729788334,-0.024800000000000044,0.26666666666666666,0.2495925581648946,0.7238111853599548,0.09814666666666666,0.0,1.0,1.3302128394444783,1542.3438802083333
eatta_style_low_label,0.0,0.0,0.5655533333333334,0.08450824376572867,0.09281666666666667,0.05122302878745964,0.03210000000000002,0.0,0.19591999019329748,0.6236105511585871,0.07564333333333333,0.0,1.0,0.7723387479782104,1495.5644856770834
eatta_style_low_label,0.0,0.001,0.5548233333333333,0.074927038917333,0.08208666666666666,0.06739240586161095,0.0121,0.0,0.2317594493429363,0.6598783870538075,0.10057999999999999,0.0,1.0,0.879641588528951,1495.21240234375
eatta_style_low_label,0.0,0.005,0.5826466666666666,0.07432569859250814,0.10991,0.06355441518616288,0.031200000000000006,0.0,0.19858720881712932,0.6077785203854243,0.08184,0.0,1.0,0.8761615435282389,1495.4519856770833
eatta_style_low_label,0.0,0.01,0.5859333333333333,0.07446033581172867,0.11319666666666665,0.06351757010972382,0.0363,0.0,0.1926270989408344,0.6004443009694417,0.07845333333333333,0.0,1.0,0.8897725900014242,1495.21865234375
eatta_style_low_label,0.0,0.02,0.58887,0.07446577158621963,0.11613333333333334,0.06349396568305464,0.038900000000000046,0.0,0.1883191405949245,0.5950290163358053,0.07627,0.0,1.0,0.8875210046768188,1495.2144856770833
eatta_style_low_label,0.0,0.05,0.5913299999999999,0.07332997764004605,0.11859333333333334,0.06423405978748042,0.04200000000000004,0.0,0.18461905073771873,0.589785631497701,0.07437666666666667,0.0,1.0,0.8862971782684326,1495.23740234375
eatta_style_low_label,0.0,0.1,0.5927066666666667,0.07255104235727035,0.11997,0.06470905788538257,0.04410000000000003,0.0,0.1821465974127253,0.5869115471839905,0.07304,0.0,1.0,0.9165760199228923,1495.1957356770833
eatta_style_low_label,0.1,0.0,0.5599148148148149,0.0862390555285321,0.0881,0.04899300433984795,0.03311111111111109,0.0,0.1994987310067371,0.6325660645961761,0.07682962962962962,0.0,1.0,0.7637306531270345,1495.4457356770833
eatta_style_low_label,0.1,0.001,0.560574074074074,0.07504021957397773,0.08875925925925925,0.06279623085747205,0.011666666666666603,0.0,0.2221883834231231,0.6467630942662557,0.09471111111111112,0.0,1.0,0.8558698018391927,1495.1957356770833
eatta_style_low_label,0.1,0.005,0.5755666666666667,0.07349440310804456,0.10375185185185185,0.06410662337018079,0.022333333333333316,0.0,0.20610434644611345,0.6200817803541819,0.08591481481481482,0.0,1.0,0.8618486563364665,1495.47490234375
eatta_style_low_label,0.1,0.01,0.5806666666666668,0.0741475465761408,0.10885185185185184,0.06266092154131166,0.03411111111111109,0.0,0.1980870289614355,0.6093630482753117,0.08099629629629629,0.0,1.0,0.8831872781117757,1495.14990234375
eatta_style_low_label,0.1,0.02,0.5837666666666668,0.07417072886259451,0.11195185185185184,0.06269547504544128,0.039111111111111097,0.0,0.1932140076359527,0.6030686020851135,0.07817777777777778,0.0,1.0,0.8741627216339112,1495.31240234375
eatta_style_low_label,0.1,0.05,0.5864296296296296,0.0742012481741014,0.11461481481481481,0.06301937867697624,0.0421111111111111,0.0,0.18888744991112638,0.5969427645206451,0.07608888888888889,0.0,1.0,0.8874716599782307,1495.2957356770833
eatta_style_low_label,0.1,0.1,0.5882259259259259,0.07408397593460782,0.1164111111111111,0.06295566057120343,0.0441111111111111,0.0,0.18578878795852263,0.5934879153966903,0.07428518518518518,0.0,1.0,0.8870686054229736,1495.2832356770834
eatta_style_low_label,0.2,0.0,0.5571375,0.08630938953545413,0.088325,0.0472538609077571,0.033375000000000044,0.0,0.2006885832834989,0.636743672688802,0.07703333333333333,0.0,1.0,0.7611525217692058,1495.5332356770834
eatta_style_low_label,0.2,0.001,0.558175,0.07774435615395564,0.08936250000000001,0.057094940876638946,0.028000000000000025,0.0,0.22075744132051867,0.647629044453303,0.09252083333333333,0.0,1.0,0.8359477917353312,1495.0665690104167
eatta_style_low_label,0.2,0.005,0.5688708333333333,0.07414301682051472,0.10005833333333333,0.06125123796543913,0.031000000000000028,0.0,0.21180905541287115,0.6306031664212545,0.088425,0.0,1.0,0.852316967646281,1495.5332356770834
eatta_style_low_label,0.2,0.01,0.5747916666666666,0.07472191501382533,0.10597916666666668,0.060939758652512215,0.036374999999999935,0.0,0.20358832988878714,0.6181594759225846,0.08340416666666667,0.0,1.0,0.8714224576950074,1495.3332356770834
eatta_style_low_label,0.2,0.02,0.5800125,0.0754079376338437,0.1112,0.060460477971578476,0.03749999999999998,0.0,0.19594497031734015,0.6084809273481369,0.07938333333333333,0.0,1.0,0.8646982908248901,1495.1707356770833
eatta_style_low_label,0.2,0.05,0.5831541666666666,0.07522847873121352,0.11434166666666666,0.0608423710024141,0.04249999999999998,0.0,0.19059439616159848,0.6018299281597137,0.07647083333333334,0.0,1.0,0.8837804476420085,1495.4207356770833
eatta_style_low_label,0.2,0.1,0.5847708333333334,0.07546290396136113,0.11595833333333333,0.060049255405147564,0.04400000000000004,0.0,0.18766913657272236,0.5987273047367732,0.0752625,0.0,1.0,0.8793378829956054,1495.1707356770833
eatta_style_low_label,0.3,0.0,0.5553095238095238,0.090287219256439,0.08629047619047618,0.046127130314678404,0.028857142857142914,0.0,0.20264182868816313,0.6396091302235921,0.07868095238095238,0.0,1.0,0.7577685038248698,1495.3415690104166
eatta_style_low_label,0.3,0.001,0.558947619047619,0.08294067882861086,0.08992857142857143,0.05587690993638972,0.011142857142857232,0.0,0.21643324881405349,0.6458628992239634,0.09035714285714286,0.0,1.0,0.823222835858663,1495.27490234375
eatta_style_low_label,0.3,0.005,0.5662571428571429,0.07387851069162577,0.09723809523809525,0.0625295013648247,0.02300000000000002,0.0,0.2146728561703825,0.6362459897994995,0.09065238095238096,0.0,1.0,0.8464455127716064,1495.2457356770833
eatta_style_low_label,0.3,0.01,0.5717380952380952,0.07585371568643748,0.10271904761904761,0.06129038740360113,0.022285714285714353,0.0,0.20782902979943016,0.6253295501073202,0.08636190476190476,0.0,1.0,0.8756492853164672,1495.1040690104167
eatta_style_low_label,0.3,0.02,0.5768190476190476,0.07604406231625539,0.10780000000000002,0.06059606107557435,0.03385714285714281,0.0,0.20015872200894214,0.6148770918448766,0.08191904761904763,0.0,1.0,0.856320873896281,1495.2207356770834
eatta_style_low_label,0.3,0.05,0.5816190476190477,0.07623197248464612,0.1126,0.06099443797394903,0.040857142857142814,0.0,0.19305116906146566,0.6055076787869136,0.07801428571428572,0.0,1.0,0.8829288800557454,1495.28740234375
eatta_style_low_label,0.3,0.1,0.5831333333333333,0.07582823411128187,0.11411428571428571,0.06105246760075096,0.03857142857142859,0.0,0.19012130554712242,0.601723117629687,0.07623333333333333,0.0,1.0,0.8678489844004313,1495.03740234375
eatta_style_low_label,0.5,0.0,0.5498933333333333,0.09631760297930049,0.08258,0.04117482826629179,0.031399999999999983,0.0,0.20653305710539221,0.6463962137699127,0.07803333333333334,0.0,1.0,0.7644120216369629,1495.2707356770834
eatta_style_low_label,0.5,0.001,0.55528,0.08857966762887169,0.08796666666666667,0.049723347276383306,0.03280000000000005,0.0,0.2106303477482498,0.6452800313631694,0.08333333333333333,0.0,1.0,0.8064268032709757,1495.2321940104166
eatta_style_low_label,0.5,0.005,0.5589733333333334,0.08131949307529522,0.09166,0.054947226091700156,0.02859999999999996,0.0,0.21830486443345745,0.6450168987115225,0.08988,0.0,1.0,0.8324104150136312,1495.3790690104167
eatta_style_low_label,0.5,0.01,0.5609933333333333,0.07975317930462339,0.09368,0.05776940127903293,0.02499999999999991,0.0,0.21839067577923338,0.6431452492872874,0.09130666666666666,0.0,1.0,0.8698378721872966,1495.2957356770833
