method,query_rate,id_accuracy_mean,id_accuracy_std,gain_mean,gain_std,gain_worst,negative_transfer_rate,ece_mean,ece_std,brier_mean,oem_0_9_mean,accept_rate_mean,collapse_rate,runtime_sec_mean,peak_memory_mb_mean
bitta_style_binary_feedback,0.01,0.7136183333333334,0.12409931573810822,0.09022833333333335,0.05859623430853933,0.0008000000000000229,0.0,0.1863173626790444,0.09837286062511312,0.4616034674147765,0.11978666666666667,1.0,0.0,0.89707985719045,785.6709635416667
bitta_style_binary_feedback,0.02,0.7238433333333333,0.11811815739904104,0.10045333333333334,0.0644593669585776,0.010599999999999943,0.0,0.17571560691535473,0.09128375779612445,0.44276187047362325,0.11169833333333333,1.0,0.0,0.9489207585652669,965.2446126302083
bitta_style_binary_feedback,0.05,0.7346816666666667,0.10902068298817909,0.11129166666666666,0.0734334641576447,0.01539999999999997,0.0,0.16553032810052234,0.08358716383510835,0.4229037786523501,0.105055,1.0,0.0,1.133385678132375,1540.8764322916666
bitta_style_binary_feedback,0.1,0.7461483333333334,0.0989240240768036,0.12275833333333333,0.08542269236014807,0.01859999999999995,0.0,0.15509381867383917,0.07369475899522376,0.40266042078534764,0.09757833333333334,1.0,0.0,1.4674753467241923,1541.8076822916667
eatta_style_low_label,0.0,0.7086266666666667,0.13010341631891573,0.08523666666666667,0.05894262929342904,0.023900000000000032,0.0,0.17683951243107518,0.09973612312729897,0.4591914062698682,0.10600666666666667,1.0,0.0,0.7812568823496501,1495.0653971354166
eatta_style_low_label,0.001,0.72791,0.11301124392836887,0.10452000000000002,0.07795888486127515,0.005900000000000016,0.0,0.178035198912248,0.0889919663559397,0.43898766313989956,0.11614833333333333,1.0,0.0,0.8661049445470174,1494.6888346354167
eatta_style_low_label,0.005,0.7391233333333334,0.10937806517416067,0.11573333333333334,0.07819458273027345,0.02100000000000002,0.0,0.16363431376457216,0.08378499960602799,0.4170032108823458,0.10454333333333334,1.0,0.0,0.8679760694503784,1494.6966471354167
eatta_style_low_label,0.01,0.7431466666666666,0.1073125096829968,0.11975666666666668,0.07971856081147669,0.022700000000000053,0.0,0.15947640473072727,0.08172161866101703,0.4092654253045718,0.10149833333333333,1.0,0.0,0.8752684593200684,1494.6836263020834
eatta_style_low_label,0.02,0.746615,0.10519234332032125,0.123225,0.08103666595321872,0.026899999999999924,0.0,0.15570978250605363,0.07905646123476381,0.4025391459465027,0.09864999999999999,1.0,0.0,0.8742628733317057,1494.7055013020833
eatta_style_low_label,0.05,0.7504783333333334,0.10304220147740792,0.12708833333333333,0.08347584668768558,0.027899999999999925,0.0,0.1514749942332258,0.07687414287558308,0.39518207783500353,0.09553333333333333,1.0,0.0,0.8781729737917582,1494.87529296875
eatta_style_low_label,0.1,0.753335,0.10107064289857962,0.129945,0.085461475957775,0.028299999999999992,0.0,0.14818291531624894,0.07466438424211551,0.3897907110551993,0.093105,1.0,0.0,0.9127702116966248,1494.6388346354167
fb_gate_tent,0.0,0.62339,0.17411872989915508,0.0,0.0,0.0,0.0,0.24431991852212695,0.1456118798305129,0.6016008843978246,0.14441333333333334,0.0,0.0,0.7628912130991617,785.5479166666667
fb_gate_tent,0.001,0.72504,0.11025149247615805,0.10165000000000002,0.08934340054161238,0.0,0.0,0.16427761104690533,0.08175416698578618,0.4323030379911264,0.09873166666666666,0.24333333333333332,0.0,1.6992400964101155,1538.3452473958334
fb_gate_tent,0.005,0.7650083333333334,0.08227806778147569,0.14161833333333332,0.10912119757355582,0.0262,0.0,0.13560193274045984,0.057897725220823766,0.36733240361015,0.08357333333333333,0.46166666666666667,0.0,1.7044660846392314,1538.2764973958333
fb_gate_tent,0.01,0.770315,0.08125196388760841,0.146925,0.10772934797562936,0.02389999999999992,0.0,0.13169859088383615,0.05686670266347763,0.3591595766445001,0.08170666666666666,0.52,0.0,1.7065908710161846,1538.2244140625
fb_gate_tent,0.02,0.769795,0.08314498145214762,0.14640500000000004,0.10726010904117812,0.027900000000000036,0.0,0.13206934508090218,0.05824510875376396,0.3598150494198004,0.081765,0.47833333333333333,0.0,1.7054803291956584,1538.3035807291667
fb_gate_tent,0.05,0.7725316666666667,0.07984867996460802,0.14914166666666667,0.10926791718518615,0.024900000000000033,0.0,0.12989643257879963,0.055873213425221516,0.35566229646404585,0.080775,0.4766666666666667,0.0,1.7049333969751994,1538.2702473958334
fb_gate_tent,0.1,0.7724366666666668,0.079246575003072,0.14904666666666666,0.11001060421408486,0.027200000000000002,0.0,0.12991844547080497,0.055461841529998106,0.35590582837661106,0.080945,0.44333333333333336,0.0,1.725700068473816,1538.1535807291666
frozen,0.0,0.62339,0.17411872989915508,0.0,0.0,0.0,0.0,0.24431991852212695,0.1456118798305129,0.6016008843978246,0.14441333333333334,0.0,0.0,0.3734163006146749,741.7342122395834
frozen,0.001,0.62339,0.17411872989915508,0.0,0.0,0.0,0.0,0.24431991852212695,0.1456118798305129,0.6016008843978246,0.14441333333333334,0.0,0.0,0.3734163006146749,741.7342122395834
frozen,0.005,0.62339,0.17411872989915508,0.0,0.0,0.0,0.0,0.24431991852212695,0.1456118798305129,0.6016008843978246,0.14441333333333334,0.0,0.0,0.3734163006146749,741.7342122395834
frozen,0.01,0.62339,0.17411872989915508,0.0,0.0,0.0,0.0,0.24431991852212695,0.1456118798305129,0.6016008843978246,0.14441333333333334,0.0,0.0,0.3734163006146749,741.7342122395834
frozen,0.02,0.62339,0.17411872989915508,0.0,0.0,0.0,0.0,0.24431991852212695,0.1456118798305129,0.6016008843978246,0.14441333333333334,0.0,0.0,0.3734163006146749,741.7342122395834
frozen,0.05,0.62339,0.17411872989915508,0.0,0.0,0.0,0.0,0.24431991852212695,0.1456118798305129,0.6016008843978246,0.14441333333333334,0.0,0.0,0.3734163006146749,741.7342122395834
frozen,0.1,0.62339,0.17411872989915508,0.0,0.0,0.0,0.0,0.24431991852212695,0.1456118798305129,0.6016008843978246,0.14441333333333334,0.0,0.0,0.3734163006146749,741.7342122395834
full_label_active_reference,0.0,0.62339,0.17411872989915508,0.0,0.0,0.0,0.0,0.24431991852212695,0.1456118798305129,0.6016008843978246,0.14441333333333334,0.0,0.0,0.6825495203336079,741.9748372395833
full_label_active_reference,0.001,0.6842583333333334,0.13716522424775843,0.060868333333333344,0.04858737539755155,-0.01319999999999999,0.016666666666666666,0.21157840686139961,0.11236002884405263,0.5124701450268427,0.13634166666666667,1.0,0.0,0.783096460501353,785.4188802083333
full_label_active_reference,0.005,0.6903716666666667,0.13964356817543866,0.06698166666666668,0.04239779532030644,0.007000000000000006,0.0,0.20182195362490912,0.11307424998055159,0.4983927557865779,0.12787500000000002,1.0,0.0,0.7910988887151083,786.7563802083333
full_label_active_reference,0.01,0.69643,0.13799726636938764,0.07304000000000001,0.042693024079874506,0.013800000000000034,0.0,0.19558938482038676,0.11061970863782718,0.48730527063210805,0.12321166666666668,1.0,0.0,0.8004566272099812,785.4772135416666
full_label_active_reference,0.02,0.7020983333333334,0.13579931665496262,0.07870833333333335,0.04616472456091674,0.020199999999999996,0.0,0.18907764005993805,0.10630708430154179,0.4755205569167932,0.11753166666666666,1.0,0.0,0.8063947955767313,784.3876302083333
full_label_active_reference,0.05,0.7088566666666666,0.1336707926297285,0.08546666666666666,0.04888986122984443,0.022599999999999953,0.0,0.18227262309757372,0.10424345523484525,0.46344346180558205,0.11294833333333335,1.0,0.0,0.8184601465861002,786.3079427083334
full_label_active_reference,0.1,0.71348,0.1307765746400182,0.09009,0.05232905891356791,0.026599999999999957,0.0,0.17702168636627494,0.10014907159660624,0.45429945016900697,0.10861833333333333,1.0,0.0,0.8639359672864279,787.1772135416667
sar_or_come_zero_bit_stable,0.0,0.7729716666666667,0.07989320645620065,0.1495816666666667,0.11063449747286533,0.026899999999999924,0.0,0.12592133843359848,0.05411644028743277,0.35088819613059363,0.07620833333333334,1.0,0.0,1.219413117567698,1494.60341796875
sar_or_come_zero_bit_stable,0.001,0.7729716666666667,0.07989320645620065,0.1495816666666667,0.11063449747286533,0.026899999999999924,0.0,0.12592133843359848,0.05411644028743277,0.35088819613059363,0.07620833333333334,1.0,0.0,1.219413117567698,1494.60341796875
sar_or_come_zero_bit_stable,0.005,0.7729716666666667,0.07989320645620065,0.1495816666666667,0.11063449747286533,0.026899999999999924,0.0,0.12592133843359848,0.05411644028743277,0.35088819613059363,0.07620833333333334,1.0,0.0,1.219413117567698,1494.60341796875
sar_or_come_zero_bit_stable,0.01,0.7729716666666667,0.07989320645620065,0.1495816666666667,0.11063449747286533,0.026899999999999924,0.0,0.12592133843359848,0.05411644028743277,0.35088819613059363,0.07620833333333334,1.0,0.0,1.219413117567698,1494.60341796875
sar_or_come_zero_bit_stable,0.02,0.7729716666666667,0.07989320645620065,0.1495816666666667,0.11063449747286533,0.026899999999999924,0.0,0.12592133843359848,0.05411644028743277,0.35088819613059363,0.07620833333333334,1.0,0.0,1.219413117567698,1494.60341796875
sar_or_come_zero_bit_stable,0.05,0.7729716666666667,0.07989320645620065,0.1495816666666667,0.11063449747286533,0.026899999999999924,0.0,0.12592133843359848,0.05411644028743277,0.35088819613059363,0.07620833333333334,1.0,0.0,1.219413117567698,1494.60341796875
sar_or_come_zero_bit_stable,0.1,0.7729716666666667,0.07989320645620065,0.1495816666666667,0.11063449747286533,0.026899999999999924,0.0,0.12592133843359848,0.05411644028743277,0.35088819613059363,0.07620833333333334,1.0,0.0,1.219413117567698,1494.60341796875
self_gate_tent_zero_bit,0.0,0.62339,0.17411872989915508,0.0,0.0,0.0,0.0,0.24431991852212695,0.1456118798305129,0.6016008843978246,0.14441333333333334,0.0,0.0,0.7725112001101176,785.5520833333334
self_gate_tent_zero_bit,0.001,0.7665233333333333,0.08363725624844688,0.14313333333333336,0.10432415042348497,0.028100000000000014,0.0,0.13486439803190528,0.05944740192859438,0.3646887943148613,0.08340499999999999,0.5433333333333333,0.0,1.6869747718175252,1538.4577473958334
self_gate_tent_zero_bit,0.005,0.77218,0.07919733517174098,0.14879,0.11003472749199358,0.029200000000000004,0.0,0.13063116238323352,0.05551665190967578,0.355215888718764,0.08078500000000001,0.5399999999999999,0.0,1.7026642243067422,1538.1869140625
self_gate_tent_zero_bit,0.01,0.7726233333333333,0.07963768243285857,0.14923333333333336,0.11014741842326917,0.028100000000000014,0.0,0.13045138818070293,0.055769443527908226,0.3543476703266303,0.08056166666666667,0.535,0.0,1.7102680246035258,1538.3119140625
self_gate_tent_zero_bit,0.02,0.7731433333333333,0.07907156459615311,0.14975333333333335,0.11015789510111082,0.029100000000000015,0.0,0.13004899677708745,0.0553181001729473,0.35382688144842783,0.080385,0.5216666666666667,0.0,1.70845973889033,1538.2285807291667
self_gate_tent_zero_bit,0.05,0.77297,0.07906484423067145,0.14958,0.10964433842726465,0.029299999999999993,0.0,0.12994138740220418,0.05534334209368237,0.3542218377192815,0.08051166666666668,0.46166666666666667,0.0,1.7105297207832337,1538.1869140625
self_gate_tent_zero_bit,0.1,0.771945,0.07915206652762279,0.148555,0.10970999742000864,0.029299999999999993,0.0,0.13064715509127825,0.05537576900524015,0.35553034345308937,0.08064999999999999,0.4316666666666667,0.0,1.724574907620748,1538.2369140625
tent,0.0,0.77466,0.07862491561796557,0.15127,0.11083510167231256,0.028100000000000014,0.0,0.13000950345369677,0.05538196375495496,0.35166924397150673,0.08072,1.0,0.0,1.2103290955225627,1494.5263346354166
tent,0.001,0.77466,0.07862491561796557,0.15127,0.11083510167231256,0.028100000000000014,0.0,0.13000950345369677,0.05538196375495496,0.35166924397150673,0.08072,1.0,0.0,1.2103290955225627,1494.5263346354166
tent,0.005,0.77466,0.07862491561796557,0.15127,0.11083510167231256,0.028100000000000014,0.0,0.13000950345369677,0.05538196375495496,0.35166924397150673,0.08072,1.0,0.0,1.2103290955225627,1494.5263346354166
tent,0.01,0.77466,0.07862491561796557,0.15127,0.11083510167231256,0.028100000000000014,0.0,0.13000950345369677,0.05538196375495496,0.35166924397150673,0.08072,1.0,0.0,1.2103290955225627,1494.5263346354166
tent,0.02,0.77466,0.07862491561796557,0.15127,0.11083510167231256,0.028100000000000014,0.0,0.13000950345369677,0.05538196375495496,0.35166924397150673,0.08072,1.0,0.0,1.2103290955225627,1494.5263346354166
tent,0.05,0.77466,0.07862491561796557,0.15127,0.11083510167231256,0.028100000000000014,0.0,0.13000950345369677,0.05538196375495496,0.35166924397150673,0.08072,1.0,0.0,1.2103290955225627,1494.5263346354166
tent,0.1,0.77466,0.07862491561796557,0.15127,0.11083510167231256,0.028100000000000014,0.0,0.13000950345369677,0.05538196375495496,0.35166924397150673,0.08072,1.0,0.0,1.2103290955225627,1494.5263346354166
throttle_tent_zero_bit,0.0,0.62339,0.17411872989915508,0.0,0.0,0.0,0.0,0.24431991852212695,0.1456118798305129,0.6016008843978246,0.14441333333333334,0.0,0.0,0.6904395977656047,741.8623372395833
throttle_tent_zero_bit,0.001,0.7729016666666666,0.07780896094894729,0.14951166666666668,0.11079238193793028,0.02839999999999998,0.0,0.13084555904845396,0.05505666311920647,0.35444442679484683,0.08109333333333332,0.8683333333333334,0.0,1.4185336709022522,1494.8305013020833
throttle_tent_zero_bit,0.005,0.7554383333333334,0.07852226088697563,0.13204833333333335,0.1094834969247423,0.0,0.0,0.14271260341780884,0.060025771248806474,0.38284803132216133,0.08830666666666667,0.5516666666666666,0.0,1.1515399813652039,1444.5476236979166
throttle_tent_zero_bit,0.01,0.7171216666666667,0.1018161788143789,0.09373166666666669,0.10074604671836275,0.0,0.0,0.16957969378550847,0.08057012525904621,0.44477416773637135,0.10226666666666667,0.25666666666666665,0.0,0.9059393008550009,1343.9693684895833
throttle_tent_zero_bit,0.02,0.6415833333333333,0.15432205172857674,0.018193333333333332,0.05304623779904441,0.0,0.0,0.22993887149520217,0.1321572923145201,0.5715482393900554,0.13799666666666666,0.03666666666666667,0.0,0.7161622603734334,880.0475423177083
throttle_tent_zero_bit,0.05,0.62339,0.17411872989915508,0.0,0.0,0.0,0.0,0.24431991852212695,0.1456118798305129,0.6016008843978246,0.14441333333333334,0.0,0.0,0.6853106180826823,742.1706705729167
throttle_tent_zero_bit,0.1,0.62339,0.17411872989915508,0.0,0.0,0.0,0.0,0.24431991852212695,0.1456118798305129,0.6016008843978246,0.14441333333333334,0.0,0.0,0.6857371648152669,742.1331705729167
